tweet_id,created_at,author_id,clean_text,response_tweet_id,in_response_to_tweet_id,cluster
53131,Wed Nov 01 18:48:29 +0000 2017,124332,"<USER> Ok. Just to be sure, I'll listen to some country music, unless Spotify thinks I am into cowboys and indians next week. Lol.",53712,38320.0,1
61169,Wed Nov 01 21:51:09 +0000 2017,130006,<USER> Usually it stops but sometimes I have to refresh because it didn't stop and I don't want to listen to fifty seconds of non music audio,,61166.0,1
2883060,Wed Nov 29 18:10:34 +0000 2017,336249,<USER> Until then it'll have to be Google Play Music then,,2883059.0,1
203101,Wed Oct 04 19:06:41 +0000 2017,164062,<USER> And not have to sort through ALL new music.,203100,203102.0,1
710190,Wed Oct 11 19:27:20 +0000 2017,289817,<USER> It just stopped playing music and If I started playing music.. It wouldn't even play! Well now it fixed itself and I'm happy,710192,710189.0,1
272953,Fri Oct 06 02:41:02 +0000 2017,181185,"<USER> Nope, I also tried uninstalling and reinstalling the app. Here's a recording of what I'm experiencing. <URL>",272952,272954.0,2
1871120,Fri Oct 20 09:04:52 +0000 2017,558798,"<USER> A magic Spotify-fairie made it suddenly work again! Thanks for your efforts though. Let’s listen together, cheers :) <URL>",1871121,1871119.0,2
874991,Fri Oct 20 20:51:33 +0000 2017,327730,"<USER> No, the app simply cant find the roku app, 2 diffrent rokus 2 diffrent networks. This is all it does. <URL>",874990,874992.0,2
1336493,Fri Oct 27 14:20:22 +0000 2017,431765,<USER> i can see all my playlists but my saved songs are all gone <URL>,1336492,1336494.0,2
1359515,Fri Oct 27 20:26:26 +0000 2017,436953,<USER> Galaxy S7. There isn't even an option to remove unlike playlists and albums <URL>,"1359517,1359518",1359514.0,2
664274,Mon Nov 06 14:16:04 +0000 2017,278314,<USER> I am not able to login (Settings are set to Offline mode) even that I am online (3g or WIFI). <URL>,664273,664275.0,2
1666804,Mon Nov 06 15:54:00 +0000 2017,264368,<USER> why not update your other customers who are asking the same thing? <URL>,,1666803.0,2
2368034,Mon Nov 13 23:58:41 +0000 2017,683445,<USER> Mobile app <URL>,2368038,2368033.0,2
2716976,Mon Nov 20 06:32:23 +0000 2017,762623,<USER> in the top left with the windows media thing instead of showing this (see picture attached) it shows that (see first tweet attachment) <URL>,"2716974,2716979",2716980.0,2
2746349,Mon Nov 20 21:42:06 +0000 2017,769071,"<USER> logged out of both devices, restarted the apps, logged back in, still out of sync (see pics) <URL>",2746347,2746354.0,2
877460,Mon Oct 09 22:26:23 +0000 2017,328302,<USER> Even gives this message for songs that I have downloaded as a local file. Music from other artists plays fine <URL>,877462,877459.0,2
1501746,Mon Oct 16 23:35:52 +0000 2017,327730,<USER> Your app asked to pick a username at sign up (android).. Nowhere in the app is a place to set display name. <URL>,1501744,1501748.0,2
1211398,Mon Oct 30 12:54:26 +0000 2017,404328,"<USER> hi guys, as we're on it anyway, maybe you can re-arrange these tracks as well? <URL>",,1211394.0,2
314098,Sat Oct 07 05:54:31 +0000 2017,190991,<USER> Is it that one? <URL>,314096,314100.0,2
321497,Sat Oct 07 09:55:41 +0000 2017,192596,<USER> and this is the only option I have now. I can’t save or download. <URL>,321495,321503.0,2
847181,Sat Oct 21 05:59:58 +0000 2017,321349,"<USER> Sure thing, here it is: <URL>",847183,847180.0,2
1935417,Sun Oct 29 09:09:08 +0000 2017,575802,<USER> South Africa <URL>,"1935416,1935418",1935419.0,2
1435935,Thu Nov 02 15:16:05 +0000 2017,453360,"<USER> After I log in, I get the first screen. Your support page (second image) tells me to change the settings in Chrome to...(1/2) <URL>",,1435933.0,2
2558874,Thu Nov 16 16:53:02 +0000 2017,726414,<USER> <URL> USA “Maladjusted” not the expanded one,2558876,2558873.0,2
1287755,Thu Oct 26 19:30:18 +0000 2017,421198,<USER> Appreciate it!! If they fix this (see Photo) then Originals will go head to head w/ my Netflix! <URL>,1287757,1287754.0,2
1217762,Thu Oct 26 23:20:16 +0000 2017,405749,<USER> Well lookie here! It works! <URL>,1217763,1217761.0,2
1777409,Tue Nov 07 23:57:37 +0000 2017,534082,<USER> It keeps happening.. <URL>,1777408,1777410.0,2
2355325,Tue Nov 14 20:13:27 +0000 2017,680459,<USER> Update: it’s now up on Spotify but there’s no content <URL>,2355327,2355324.0,2
2442928,Tue Nov 14 23:49:56 +0000 2017,700528,<USER> is this right <URL>,2442927,2442929.0,2
416203,Tue Oct 10 01:46:49 +0000 2017,214264,<USER> On Android 7.0 <URL>,416202,416204.0,2
421642,Tue Oct 10 11:19:14 +0000 2017,215455,<USER> It was this track <URL> inside a daily-mix list.,421643,421641.0,2
1964578,Tue Oct 31 06:15:00 +0000 2017,582429,<USER> #2 <URL>,,1964576.0,2
606301,Wed Nov 22 11:09:59 +0000 2017,264091,"<USER> Ok and thanks for prompt reply! But according to this article from <URL> it's ""in the works""? <URL>",606300,606302.0,2
2919370,Wed Nov 29 00:54:35 +0000 2017,808034,<USER> Everything is perfect. Thank You! <URL>,2919372,2919369.0,2
2929812,Wed Nov 29 06:44:36 +0000 2017,680338,<USER> Real Artist in Track: <URL> Artist Track is Currently Attributed to: <URL> Song Link: <URL>,2929811,2929813.0,2
2937775,Wed Nov 29 12:08:14 +0000 2017,812072,"<USER> Attached: definition of the term Advertisement. This qualifies as an advertisement, and yet you still did not answer my question. Advertisements should be opt-in, not opt-out for premium users. <URL>",2937774,2937776.0,2
211061,Wed Oct 04 09:43:25 +0000 2017,165996,<USER> Hi! I tried that. I’ve always used Eng & never had the playlists’ language switch till today. Also logged out/in & restarted. <URL>,211060,211062.0,2
1320118,Wed Oct 18 06:07:00 +0000 2017,428243,"<USER> This, where do I opt out? <URL>","1320117,1320119",1320120.0,2
664666,Wed Oct 25 16:29:54 +0000 2017,278406,<USER> Also where is the boy band project music? Where can i listen to find that girl by them? <URL>,664665,664667.0,2
962255,Fri Oct 13 15:24:07 +0000 2017,348334,"<USER> OS X: 10.12.6, Spotify: 1.0.65.320.gac7a8e02",962257,962254.0,3
939992,Fri Oct 13 23:45:18 +0000 2017,342831,"<USER> Windows 8.1 64 bit and spotify 1.0.65.320.gac7a8e02, i just downloaded from the website and reinstalled, still doesn't work",939994,939991.0,3
1848397,Fri Oct 20 07:55:29 +0000 2017,553498,"<USER> Nope, it keeps happening randomly. Spotify version 1.0.65.320.gac7a8e02",1848399,1848396.0,3
1634213,Mon Nov 06 04:01:12 +0000 2017,499939,<USER> 1.0.66.478.g1296534d running on a 13in macbook pro w OSx 10.12.6,1634215,1634212.0,3
1699003,Mon Nov 06 22:57:44 +0000 2017,515271,"<USER> This is totally unacceptable for a company as big as Spotify with a great product team like yours, move on.","1699002,1699004",1699005.0,3
2317514,Mon Nov 13 10:05:54 +0000 2017,671908,<USER> Yes it exibits the same behavior on a second PC running Windows 10 with two monitors @ 1080p. Mine is three @ 1440p. Second computer's version is 1.0.67.582.g19436fa3,2317515,2317513.0,3
2728367,Mon Nov 20 14:30:41 +0000 2017,765007,"<USER> Can I/Spotify change it with more readable username? Hopefully i can change it, By the way my name is Daeng not Deang (:",2728369,2728366.0,3
2709266,Mon Nov 27 18:49:16 +0000 2017,760803,"<USER> Nope, only on my laptop which is where I use Spotify the most",2709267,2709265.0,3
1269964,Mon Oct 16 06:21:14 +0000 2017,417338,<USER> I can't remember what username or email I used so I am paying spotify premium but can't login,1269966,1269963.0,3
2259622,Sat Nov 11 01:54:09 +0000 2017,657976,<USER> I'm talking about the Spotify+Hulu package,2259621,2259623.0,3
2275491,Sat Nov 11 20:32:31 +0000 2017,661838,<USER> Yes but didn’t work actually this problem occurred after the Spotify update to 8.4.26 version,"2275492,2275493",2275490.0,3
1490601,Sat Nov 25 17:09:45 +0000 2017,466180,<USER> And I'm on Spotify Version 8.4.28,1490600,1490602.0,3
2699535,Sun Nov 26 22:57:14 +0000 2017,541550,<USER> Everything is updated to the newest update ffs,2699537,2699534.0,3
1152031,Sun Oct 15 17:35:03 +0000 2017,391110,"<USER> yep, even tried with a different spotify account. same result. that's been going on for a few weeks now",1152030,1152032.0,3
683201,Thu Nov 23 11:39:01 +0000 2017,283047,<USER> My device is Samsung j7 android marshmallow version 6.0 I guess,683202,683200.0,3
649088,Thu Oct 05 06:20:53 +0000 2017,274279,"<USER> Nexus 5X running Android 8.0.0 spotify version 8.4.21.508, I'm beginning to wonder if it's the OS that's killing it off due to lack of ram?",649090,649087.0,3
1854849,Thu Oct 19 06:48:30 +0000 2017,554926,<USER> Spotify is the only app I usually use in the background. Switching between different apps doesn't cause any problems.,1854848,1854850.0,3
1523743,Thu Oct 19 15:01:58 +0000 2017,473413,<USER> 2015 MacBook Pro running macOS 10.12.6. Spotify version 1.0.65.320.gac7a8e02. It also happens on the web player in chrome and,1523742,1523744.0,3
2279114,Thu Oct 19 18:49:32 +0000 2017,662633,"<USER> A Samsung galaxy s7 edge, don't know operating system, and newest version I guess",2279113,2279115.0,3
2382573,Tue Nov 14 06:29:50 +0000 2017,630422,<USER> It’s been like 10 days.. no info.,2382572,2382574.0,3
2318640,Tue Nov 14 10:59:03 +0000 2017,672116,<USER> Newest Spotify version and macOS 10.12.6,2318641,2318639.0,3
283259,Tue Oct 03 12:25:06 +0000 2017,183480,"<USER> 8.4.20.535, ios11.0.1 Is there an update coming for spotify to support ios11 properly?",283258,283260.0,3
1464487,Wed Nov 08 04:28:04 +0000 2017,459926,<USER> Spotify deleted my mom and brother from my family account.,1464485,1464489.0,3
637726,Wed Nov 22 19:41:13 +0000 2017,271218,<USER> Okay Spotify,637731,637725.0,3
2928147,Wed Nov 29 08:30:30 +0000 2017,774377,"<USER> <USER> Mines hit and miss. Only sometimes shows the Spotify app when I go on multimedia. I’m just waiting for next Spotify update, otherwise going to Deezer",,2928146.0,3
187586,Wed Oct 04 10:32:18 +0000 2017,160027,<USER> The latest version of Spotify. It’s only been since I have updated the app,187588,187584.0,3
468970,Fri Dec 01 07:21:51 +0000 2017,226665,<USER> Thank you so much I'll be waiting for it mean while I listen to hefner by <USER>,468972,468969.0,4
1527863,Fri Nov 03 22:28:42 +0000 2017,435735,<USER> Voted and commented! Thank you for hearing me out!,1527865,1527862.0,4
2246073,Fri Nov 10 22:29:01 +0000 2017,249291,<USER> thank u!!!,2246072,2246074.0,4
2641117,Fri Nov 17 21:53:57 +0000 2017,745338,<USER> thank you :),2641116,2641118.0,4
2338258,Fri Oct 20 06:23:14 +0000 2017,556800,"<USER> okay cool, thank you!",2338259,2338257.0,4
2740916,Mon Nov 20 17:42:40 +0000 2017,767839,"<USER> Done, thank you for the link!",2740915,2740917.0,4
1217409,Mon Oct 16 01:03:47 +0000 2017,203506,"<USER> Thank you. Have to agree with most of the commments; it was a fab, unique feature with many advantages.","1217411,1217412",1217408.0,4
1018201,Mon Oct 23 12:08:11 +0000 2017,260315,<USER> Thank you so much. I really appreciated a such beautiful playlist. It was so fantastic and kind from you all. Have a nice week 👌👍,1018203,1018200.0,4
1557073,Sat Nov 11 17:29:28 +0000 2017,481338,<USER> Alright thank you,1557072,1557074.0,4
338709,Sat Oct 07 23:00:29 +0000 2017,196859,<USER> Thank youN,338711,338708.0,4
1125542,Sat Oct 14 14:36:58 +0000 2017,385390,<USER> Felt good for that thank u,1125540,1125543.0,4
1023082,Sat Oct 14 20:00:01 +0000 2017,362101,<USER> Thank you very much,,1023081.0,4
889538,Sat Oct 21 00:01:21 +0000 2017,331185,<USER> Thank you for reply!,889540,889537.0,4
1427776,Thu Nov 16 06:14:18 +0000 2017,451660,<USER> thank u kings,1427778,1427775.0,4
112000,Thu Nov 23 23:15:52 +0000 2017,140875,<USER> Thank u again 😍 <URL>,112001,111999.0,4
233147,Thu Oct 05 12:05:31 +0000 2017,171496,<USER> thank you 💖💖,233146,233148.0,4
1287765,Thu Oct 26 20:53:12 +0000 2017,421201,<USER> Thank you! a DM has been sent! I hope you can help.,,1287764.0,4
2876108,Tue Nov 28 07:23:05 +0000 2017,798424,<USER> Thank you for a response. We solved it out already. Thanks to your colleague!,2876110,2876107.0,4
2901237,Tue Nov 28 17:59:59 +0000 2017,803340,<USER> haha thank you !! 😏,2901236,2899855.0,4
2910976,Tue Nov 28 21:39:10 +0000 2017,805862,<USER> <USER> THANK YOU!,,2910975.0,4
1104901,Tue Oct 24 00:12:54 +0000 2017,380723,<USER> Ive sorted it now but thank you anyway,1104903,1104900.0,4
383707,Tue Oct 24 07:33:21 +0000 2017,206900,<USER> Thank you guys 🤗🎤💜🎼,383709,383706.0,4
2114148,Wed Nov 08 16:23:55 +0000 2017,622516,"<USER> This seems to have worked, thank you!",2114147,2114149.0,4
2460869,Wed Nov 15 10:47:11 +0000 2017,704627,"<USER> Thank you, I got it. I had to scroll up for it to appear. Maybe have it fixed under the Shuffle button?",2460870,2460868.0,4
631976,Wed Nov 22 20:42:07 +0000 2017,269783,<USER> I was thank you!,631978,631975.0,4
2913878,Wed Nov 29 05:19:07 +0000 2017,806625,<USER> Thank for checking in and responding guys! Really appreciate it!,2913880,2913877.0,4
2902814,Wed Nov 29 08:50:41 +0000 2017,803984,<USER> thank u~,2902815,2902813.0,4
2959326,Wed Nov 29 20:29:49 +0000 2017,816768,<USER> Thank you I’ll have a look,2959328,2959325.0,4
466078,Fri Dec 01 05:08:10 +0000 2017,225892,<USER> sent a dm. thanks!,,466077.0,5
2246428,Fri Nov 10 22:42:33 +0000 2017,186240,<USER> Reply sent. Thanks.,,2246427.0,5
2639874,Fri Nov 17 20:13:04 +0000 2017,745003,"<USER> Thanks for the reply, much appreciated & I ❤️ <USER> - There are 9,968 people who went to the trouble of voting for this since 2012. How many do you need to action it? <USER> <URL>",2639873,2639875.0,5
2633287,Fri Nov 17 22:43:20 +0000 2017,743507,"<USER> apparently it’s gone, there was something to flag in Users & Groups ➔ Login Items. Thanks!",,2633286.0,5
739451,Fri Oct 06 21:54:20 +0000 2017,296853,<USER> Yeah I do. I unplugged my router and now it’s working again. But thanks anyways 👍🏾,739449,739452.0,5
1085185,Fri Oct 13 17:25:58 +0000 2017,375975,"<USER> Gotcha, thanks!",1085184,1085186.0,5
1133681,Mon Nov 13 23:31:52 +0000 2017,387128,<USER> Thanks! I really hope to have it soon! My early running is not the same without your music playlist 😉,1133682,1133680.0,5
2736579,Mon Nov 20 20:05:29 +0000 2017,766871,"<USER> 👀 I saw the help flying! Thanks, I've send this in a direct message.😍",2736581,2736578.0,5
1630485,Mon Nov 27 00:11:57 +0000 2017,499045,"<USER> We're crossing emails, thanks. :-)",1630486,1630484.0,5
2815940,Mon Nov 27 03:38:01 +0000 2017,785033,<USER> Thanks! I thoroughly enjoy what you offer! That particular one seemed out of place.,2815942,2815939.0,5
2825199,Mon Nov 27 13:06:06 +0000 2017,787067,<USER> Ahh good to know thanks 😁,2825201,2825198.0,5
830572,Mon Oct 09 19:22:46 +0000 2017,317781,<USER> Worked a blast thanks 👍👍👍,830574,830571.0,5
1948081,Mon Oct 30 14:59:34 +0000 2017,578825,<USER> Just solved it via online chat. Thanks,1948083,1948080.0,5
1960330,Mon Oct 30 22:03:16 +0000 2017,581453,"<USER> Yeah, that’d be awesome, thanks! And I never knew that spotify.me thing until now! I had a good laugh looking at it, thank you 😂",1960332,1960329.0,5
1960906,Mon Oct 30 22:40:04 +0000 2017,398465,"<USER> Thanks for the response, though. Now I gotta to back to trimming my library",1960909,1960905.0,5
559987,Sat Dec 02 22:13:06 +0000 2017,250955,"<USER> I actually just did that and now it’s working, just needed to restart rather then shut down, thanks",559986,559988.0,5
1543721,Sat Nov 04 05:30:56 +0000 2017,478201,<USER> Thanks guys. Excellent CS,1543722,1543720.0,5
2218781,Sat Nov 11 01:38:18 +0000 2017,641337,<USER> Didn’t even have to- issue resolved: menu bar now available! Thanks again.,2218782,2218780.0,5
2669360,Sat Nov 18 12:39:35 +0000 2017,751822,"<USER> Thanks! A Moto G Play, running Android 6.0.1, Spotify v 8.4.26.770 armV7.",2669359,2669361.0,5
1270551,Sat Nov 25 13:13:55 +0000 2017,417474,<USER> Thanks 🙏🏻,1270553,1270550.0,5
315102,Sat Oct 07 07:52:32 +0000 2017,191229,"<USER> Clear data, cache etc, reboot and fresh install didn't help either. Great, thanks. 🙂",315103,315101.0,5
1368561,Sat Oct 28 14:30:25 +0000 2017,438549,<USER> Awesome! Thanks!,1368563,1368560.0,5
1587595,Sun Nov 05 00:12:45 +0000 2017,488330,"<USER> Why does it automatically appear for paying customers, though? And thanks!",1587599,1587594.0,5
2015263,Sun Nov 05 19:14:13 +0000 2017,595917,<USER> Thanks just sent a message,,2015262.0,5
344449,Sun Oct 08 01:33:35 +0000 2017,197927,<USER> Thanks for the reply🤙🏾 The people also miss synchronized lyrics🕺🏾,344451,344448.0,5
2416882,Sun Oct 29 09:57:28 +0000 2017,694574,<USER> Thanks man!!!,2416884,2416881.0,5
1949759,Sun Oct 29 15:23:44 +0000 2017,579172,"<USER> I see, thanks! And there is nothing for the desktop version?",1949760,1949758.0,5
2165572,Thu Nov 09 07:30:38 +0000 2017,635618,"<USER> I️ understand the why, just wish it was there. You guys are the best. Thanks for reaching out.",2165571,2165573.0,5
2190811,Thu Nov 09 19:13:22 +0000 2017,641306,"<USER> Thanks for the reply, I've followed the instructions. Also I've read that this particular issue has been reported over a number of accounts for many years and seems not to have been resolved - can you update on the solution?","2190810,2190812",2190813.0,5
115345,Thu Nov 23 21:49:05 +0000 2017,141636,"<USER> Thanks a lot, I'll compile the form now c:",115347,115344.0,5
231002,Thu Oct 05 09:55:24 +0000 2017,170999,<USER> I’ll try that next time it cuts out. It’s working at the moment after I logged out and reset the phone earlier. Thanks,231000,231003.0,5
784790,Thu Oct 12 09:10:36 +0000 2017,307276,<USER> thanks for the quick response! great to see the idea has already been picked up :),784792,784789.0,5
2075449,Thu Oct 19 04:25:58 +0000 2017,613788,<USER> Thanks Spotify for taking care of this! Y'all the best ❤️,2075451,2075448.0,5
1726752,Tue Nov 07 05:21:57 +0000 2017,522229,"<USER> That’s truly absurd, but I know it’s not your fault. Thanks for the link/explanation.",1726751,1726753.0,5
2391958,Tue Nov 14 10:35:39 +0000 2017,652167,<USER> Please do :-) Thanks!,2391956,2391959.0,5
2757601,Tue Nov 21 03:33:02 +0000 2017,771724,<USER> Thanks. Will send details now,,2757600.0,5
2913900,Tue Nov 28 22:53:43 +0000 2017,806632,<USER> Looks great. Thanks! I just wanted some Sufjan 😭,2913902,2913899.0,5
2916578,Tue Nov 28 23:45:59 +0000 2017,129645,<USER> Thanks for the link but obviously I am aware the playlist function is not on the Roku app. Please make your Roku app better. It’s terrible.,2916577,2916579.0,5
426787,Tue Oct 10 11:31:01 +0000 2017,216507,"<USER> thanks, but the vote button says ""sorry you can't like this post"" ? and it's under consideration since 10 months back?",426786,426788.0,5
41772,Wed Nov 01 15:23:20 +0000 2017,125201,<USER> And thanks for sharing the link 😊,41771,41773.0,5
61514,Wed Nov 01 21:42:11 +0000 2017,130089,<USER> Thanks tell them my life depends on this show 🆘,61513,61515.0,5
2110135,Wed Nov 08 16:02:00 +0000 2017,622512,<USER> thanks but ill just go ahead and download the soundcloud app,2110134,2110136.0,5
2432966,Wed Nov 15 00:56:33 +0000 2017,641296,<USER> Sorry to keep bugging you about this. I know it will take a while to get figured out. And maybe it's not even worth figuring out. Perhaps most younger listeners don't care. It just feels weird to me. But thanks for the effort!,2432968,2432965.0,5
591453,Wed Nov 15 07:16:07 +0000 2017,259950,"<USER> Thanks! It’s the not knowing if it’s going to happen that’s terribly annoying. It’s either a goal or it isn’t. I’m happy to wait some reasonable time if it’s coming, but if it isn’t, don’t keep me on tenterhooks. Let me move on to a supported service.",591452,591454.0,5
2507526,Wed Nov 15 21:08:55 +0000 2017,714913,<USER> Thanks SJ! DM sent.,,2507525.0,5
2919327,Wed Nov 29 00:56:24 +0000 2017,808020,"<USER> looks like it, thanks!",,2919326.0,5
2920797,Wed Nov 29 01:01:44 +0000 2017,808381,<USER> All good thanks!,2920796,2920798.0,5
