tweet_id,created_at,author_id,clean_text,response_tweet_id,in_response_to_tweet_id,intent,resolution_status,requires_escalation,annotation_notes,intent_options,resolution_options,escalation_options
2841203,Tue Nov 28 07:06:03 +0000 2017,552276,<USER> Thnx. Mostly listen on iPhone. You used to be able to do that on the iOS app right? No more? :(,2841204,2841202.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
1115800,Sat Oct 14 09:20:52 +0000 2017,383291,"<USER> nop no diff, still ""This song is not available. If you have the file on your computer you can import it.""",1115801,1115799.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
1104901,Tue Oct 24 00:12:54 +0000 2017,380723,<USER> Ive sorted it now but thank you anyway,1104903,1104900.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
1209198,Fri Oct 27 18:12:40 +0000 2017,403869,"<USER> Unfortunately, I'm still on the waiting list🙂 Were is the problem? We are EU country.",1209200,1209197.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
283259,Tue Oct 03 12:25:06 +0000 2017,183480,"<USER> 8.4.20.535, ios11.0.1 Is there an update coming for spotify to support ios11 properly?",283258,283260.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
1250609,Tue Oct 17 01:15:39 +0000 2017,413411,<USER> Failed again,1250610,1250608.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
664666,Wed Oct 25 16:29:54 +0000 2017,278406,<USER> Also where is the boy band project music? Where can i listen to find that girl by them? <URL>,664665,664667.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
2594591,Fri Nov 17 02:47:26 +0000 2017,196732,<USER> It works now however when I tried again (the working time) it pushed several empty “Log In” titled pages and I had to press “Back” several times to get to the two buttons again so I could press Log In again and then it worked.,2594590,2594592.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
1021653,Thu Oct 12 15:53:16 +0000 2017,310916,<USER> personal - the vamps,1021654,801194.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
1134293,Tue Oct 24 08:51:21 +0000 2017,153116,"<USER> actually, which link?",1134296,1134292.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
1759303,Wed Oct 18 07:49:37 +0000 2017,528937,<USER> How long is this going to take,1759304,1759302.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
1848577,Wed Oct 18 19:50:16 +0000 2017,553534,<USER> I have just got it! ❤️,1848578,1848576.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
2518427,Thu Nov 16 01:56:54 +0000 2017,439637,<USER> <USER> help me,2518429,2518426.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
2752826,Tue Nov 21 03:59:49 +0000 2017,770623,<USER> No pending updates.,2752827,2752823.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
871351,Fri Oct 20 20:07:18 +0000 2017,209250,<USER> It was on the messenger,871349,871353.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
2916520,Wed Nov 29 03:09:30 +0000 2017,807262,"<USER> Yep all good, thank you",2916522,2916519.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
806566,Wed Oct 25 16:54:34 +0000 2017,311994,<USER> Just tried that and still having the issue this morning,806567,806565.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
1353055,Sat Oct 28 21:16:42 +0000 2017,435557,<USER> seems to have Worked. I have only tried to delete data and Cache. Reinstalling seemed to the Trick.,1353057,1353054.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
1699003,Mon Nov 06 22:57:44 +0000 2017,515271,"<USER> This is totally unacceptable for a company as big as Spotify with a great product team like yours, move on.","1699002,1699004",1699005.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
1217762,Thu Oct 26 23:20:16 +0000 2017,405749,<USER> Well lookie here! It works! <URL>,1217763,1217761.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
187557,Wed Oct 04 09:44:00 +0000 2017,160022,<USER> reveal your identity 😫❤️,187559,187556.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
1730849,Tue Nov 07 12:38:11 +0000 2017,522995,<USER> i mean sometimes Spotify doesn’t update the song streams at the same time it usually does so i was worried something was happening,1730851,1730848.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
2110126,Wed Nov 08 16:24:45 +0000 2017,278542,"<USER> That works. I just miss the functionality to select ""shuffle"" when first opening a playlist, the way it used to be.",2110128,2110125.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
2259622,Sat Nov 11 01:54:09 +0000 2017,657976,<USER> I'm talking about the Spotify+Hulu package,2259621,2259623.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
462670,Fri Dec 01 05:49:50 +0000 2017,224968,"<USER> A restart seems to have fixed the black screen issue. However it still switches to offline mode between sessions (on both wifi and data,).",462671,462669.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
1287765,Thu Oct 26 20:53:12 +0000 2017,421201,<USER> Thank you! a DM has been sent! I hope you can help.,,1287764.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
1139903,Tue Oct 24 15:28:01 +0000 2017,388331,"<USER> Travelin' Soldier/Dixie Chicks, Longhaired Redneck, Would You Lay With Me (In a Field of Stone), & If That Ain't Country/David Allen Coe",,1139901.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
1871120,Fri Oct 20 09:04:52 +0000 2017,558798,"<USER> A magic Spotify-fairie made it suddenly work again! Thanks for your efforts though. Let’s listen together, cheers :) <URL>",1871121,1871119.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
1368561,Sat Oct 28 14:30:25 +0000 2017,438549,<USER> Awesome! Thanks!,1368563,1368560.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
905652,Fri Oct 13 19:29:06 +0000 2017,335002,"<USER> I’m using windows 10 on a Lenovo laptop—again, some music is working, some isn’t. one band that isn’t is Maroon 5–singles specifically.",905654,905651.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
707083,Tue Oct 10 19:37:02 +0000 2017,289042,<USER> iPhone. Keeps saying someone else is using it but I changed my password and logged every device out,707085,707082.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
1666819,Mon Nov 06 10:48:31 +0000 2017,507734,<USER> Nope it happens quite often!,1666818,1666820.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
1659874,Wed Oct 18 00:41:16 +0000 2017,506389,"<USER> It didn’t work. It’s been removed from my local files for quite some time. The song is already on Spotify, I no longer need the local file.",1659875,1659873.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
1490601,Sat Nov 25 17:09:45 +0000 2017,466180,<USER> And I'm on Spotify Version 8.4.28,1490600,1490602.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
2596619,Fri Nov 17 04:36:19 +0000 2017,463850,"<USER> iPhone 5S, iOS version 11.0.1, latest Spotify apps.",2596621,2596618.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
874991,Fri Oct 20 20:51:33 +0000 2017,327730,"<USER> No, the app simply cant find the roku app, 2 diffrent rokus 2 diffrent networks. This is all it does. <URL>",874990,874992.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
466043,Fri Dec 01 04:55:21 +0000 2017,225882,<USER> Legit it's the only reason why I think people use pandora instead of Spotify. Waking up to your favorite song would be amazing. There's a lot of opportunity here if you do it correctly.,466045,466042.0,,,,,ACCOUNT_LOGIN | SUBSCRIPTION_PREMIUM | BILLING_PAYMENT | PLAYBACK | APP_TECHNICAL | PLAYLIST_LIBRARY | FAMILY_DUO | CONTENT_AVAILABILITY | FEATURE_REQUEST | ACCOUNT_SECURITY | DEVICE_PLATFORM | OTHER,RESOLVED | UNRESOLVED | PARTIALLY_RESOLVED | INFORMATION_ONLY | UNCLEAR,YES | NO | UNCLEAR
